ქ,34502
ღ,25520
ჟ,1474
ჯ,3926
ე,284355
უ,112181
ჩ,12652
ჭ,4196
ფ,23262
რ,160397
ვ,80116
კ,28431
ჲ,19571
ლ,123004
დ,175823
ყ,42427
ხ,34154
ჵ,67
მ,206247
ჳ,17001
ზ,14836
ჱ,3436
ჰ,9980
ც,37558
თ,148618
ტ,20321
ძ,18226
შ,41059
ნ,169917
გ,61677
პ,8555
ბ,47704
ი,329021
ა,594463
ო,123240
ს,246236
ჴ,8590
წ,30258
