მ,159677
ბ,37465
ჰ,6951
ჲ,12095
ჟ,1057
ძ,15165
ქ,26475
ჳ,13065
ჱ,3188
ე,220116
ა,468480
ფ,19625
ყ,33561
ვ,61422
ც,28162
ხ,26003
ჭ,3414
ჴ,6755
ი,258985
შ,33692
ჩ,9938
ლ,97742
გ,46640
ნ,135903
ზ,12467
ო,95009
უ,83484
ჵ,48
თ,113338
წ,23123
ს,194381
პ,6592
კ,22005
ღ,19886
რ,120088
ტ,15123
დ,139151
ჯ,2809
